Original_Text,Actual,Predicted,Probability_Positive,Confidence,Correct,Actual_Label,Predicted_Label,Error_Category
hey tom are u ok i can't wait for the new cd say hello please i've been trying since you made a twitter xx,0,1,0.905643684456974,0.905643684456974,False,Negative,Positive,Uncoded
song of the day bananna pancakes by jack johnson it suits the weather and my mood check it out,0,1,0.9408306319521561,0.9408306319521561,False,Negative,Positive,Uncoded
feels like crap after last night even though it was a great party leah i truly hope i do not end up coming back to school this week,1,0,0.07787355663732023,0.9221264433626798,False,Positive,Negative,Uncoded
goodnight peeps have a great night,0,1,0.9903080588105659,0.9903080588105659,False,Negative,Positive,Uncoded
i might not even be in it lol then it wont matter,1,0,0.054340871097389096,0.945659128902611,False,Positive,Negative,Uncoded
im tired but i dont want to sleep stomach ache for 2 days which wont go and i just feel crapppppppp urgh skin urgh legs urgh hair,1,0,0.002317793045747254,0.9976822069542527,False,Positive,Negative,Uncoded
ahhh well thank you for your support anyway,0,1,0.9755037513969693,0.9755037513969693,False,Negative,Positive,Uncoded
your up too why can't i be no fair,1,0,0.012580343456344076,0.9874196565436559,False,Positive,Negative,Uncoded
for the 1st time all week i'm bored at work i'm bored not helping with the time i wanna start my vaca,1,0,0.04633454273195758,0.9536654572680424,False,Positive,Negative,Uncoded
boo apparently not going to ichiban anymore my bro is sick so at home we stay bonfire tonight still though,1,0,0.0073087011005701545,0.9926912988994299,False,Positive,Negative,Uncoded
ironic i cancelled my trip to orlando today because felt something wrong with dad,1,0,0.06543095283004588,0.9345690471699541,False,Positive,Negative,Uncoded
i asked a friend why she was staring at a bottle of orange juice she stopped amp looked up at me and said 'it says concentrate ' humor,1,0,0.09517782270659993,0.9048221772934001,False,Positive,Negative,Uncoded
aww im sorry if u were here or close i would have invited you,1,0,0.05601349520683476,0.9439865047931653,False,Positive,Negative,Uncoded
my mom wishes she could choose the guys i date but i won't let her do that,1,0,0.04890663660943212,0.9510933633905678,False,Positive,Negative,Uncoded
i don t like the futbol but argentina win,1,0,0.06500953340049051,0.9349904665995095,False,Positive,Negative,Uncoded
made my ytube account just becos the episode was so sad i just had to comment sigh family violence always leads to problems,1,0,0.014596065512099046,0.985403934487901,False,Positive,Negative,Uncoded
noooo we missed u today soooo quiet and i didn't get to watch anyone play tetris,1,0,0.04094073194694508,0.959059268053055,False,Positive,Negative,Uncoded
no i only see her in magazines,1,0,0.08778415928746955,0.9122158407125305,False,Positive,Negative,Uncoded
friends is the absolute best show ever can never get enough of this show its insanely funny the best thing ever school tom,0,1,0.9265057640487502,0.9265057640487502,False,Negative,Positive,Uncoded
35mins through the 1hr 20mins google wave demo that looks a lot of fun would love to test it though,0,1,0.9299005689230538,0.9299005689230538,False,Negative,Positive,Uncoded
off to uni to work on a group assignment i was meant to be there at 9 but 'my car broke down',1,0,0.007159820091710678,0.9928401799082893,False,Positive,Negative,Uncoded
u ain't got spotify then is awesome well worth a look and it's free,0,1,0.9729698418816284,0.9729698418816284,False,Negative,Positive,Uncoded
i don't wanna study hard anymore i wanna study smart,1,0,0.049150893210175586,0.9508491067898244,False,Positive,Negative,Uncoded
watching the original land of the lost despite the horrible acting and cheap effects it still can transport me to another world sigh,1,0,0.06847825440936069,0.9315217455906393,False,Positive,Negative,Uncoded
y not,1,0,0.0011381503087000467,0.9988618496913,False,Positive,Negative,Uncoded
got my happy little fix last night thank god now off to school,0,1,0.9243469554165069,0.9243469554165069,False,Negative,Positive,Uncoded
what happened to the monitor,1,0,0.05716871962722155,0.9428312803727784,False,Positive,Negative,Uncoded
morning breath,0,1,0.9377412576058598,0.9377412576058598,False,Negative,Positive,Uncoded
wishes it would rain,1,0,0.0697869381463622,0.9302130618536378,False,Positive,Negative,Uncoded
me either not too excited about the new guy but i'm happy moffat is showrunner at least we'll have good scripts,0,1,0.9825647437948192,0.9825647437948192,False,Negative,Positive,Uncoded
dope stars inc lt 3 i still remember you,0,1,0.9435568166777758,0.9435568166777758,False,Negative,Positive,Uncoded
just one night of peace would be great thanks,0,1,0.9709968148533402,0.9709968148533402,False,Negative,Positive,Uncoded
i hate when that happens,1,0,0.04523464542047946,0.9547653545795205,False,Positive,Negative,Uncoded
thanks,0,1,0.9996426389244277,0.9996426389244277,False,Negative,Positive,Uncoded
there's a girl here who looks like daisy from quot rock of love 2 quot lol,0,1,0.9315328301009685,0.9315328301009685,False,Negative,Positive,Uncoded
finally not feeling so hungover,1,0,0.013810613673569339,0.9861893863264306,False,Positive,Negative,Uncoded
really dont want to go to work esp since i have to be on storybook and sherry amp ryan said they were gonna come bug me blah,1,0,0.02021498090451192,0.9797850190954881,False,Positive,Negative,Uncoded
sounded pretty exciting move went smooth it's the re organizing that's the killer still going at it,0,1,0.9499039198825283,0.9499039198825283,False,Negative,Positive,Uncoded
i want read new moon in this moment but i can t c i don t have yet s,1,0,0.06968814715271889,0.9303118528472811,False,Positive,Negative,Uncoded
hey miss miss,1,0,0.03697379912466176,0.9630262008753382,False,Positive,Negative,Uncoded
um i guess don't know sorry,1,0,0.045360841514089166,0.9546391584859109,False,Positive,Negative,Uncoded
i woke up with a horrible hangover,1,0,0.018250972744685633,0.9817490272553143,False,Positive,Negative,Uncoded
methinks i have to get up earlier sorry i missed u silly git just noiced i'm rubbish at typing,1,0,0.014996129088427772,0.9850038709115723,False,Positive,Negative,Uncoded
u no there was no point pointing it out yesterday and ppl had 2 wait til midnight they were kinda pissed,1,0,0.07033107568717718,0.9296689243128228,False,Positive,Negative,Uncoded
grabbed some pics upload miss my friends,1,0,0.062020812968654804,0.9379791870313452,False,Positive,Negative,Uncoded
wow i wish i was there,1,0,0.04631484377511227,0.9536851562248877,False,Positive,Negative,Uncoded
at the bldg til 9 if you're in bg then you need to come visit me and frankie,0,1,0.9293113603469291,0.9293113603469291,False,Negative,Positive,Uncoded
i miss my crystal iphone i should send it to be fixed,1,0,0.052607820407704134,0.9473921795922958,False,Positive,Negative,Uncoded
so tired from yesterday my whole body hurts my arms aren't used to carrying around a 1 year old practice for the future though,1,0,0.043334573739676537,0.9566654262603235,False,Positive,Negative,Uncoded
playing sorry with and i'm winning and drunk sorry about it no,1,0,0.09170845038030048,0.9082915496196995,False,Positive,Negative,Uncoded
sean is all alone in whitespace someone come keep me company,1,0,0.08093194182736055,0.9190680581726395,False,Positive,Negative,Uncoded
i got a little bit of rug burn thanks hahah,0,1,0.9062932301344834,0.9062932301344834,False,Negative,Positive,Uncoded
has extremely itchy feet i've gotta get out of here,1,0,0.06811425384220852,0.9318857461577915,False,Positive,Negative,Uncoded
it doesn't fit me either anymore keeps riding up doesn't mean i'm not gonna wear it though,1,0,0.026729750704915213,0.9732702492950848,False,Positive,Negative,Uncoded
just woke up thanks nessyyy getting ready then beachin it,0,1,0.9561764308125461,0.9561764308125461,False,Negative,Positive,Uncoded
hi howard i'm totally jealous amsterdam wow i'm taking summer courses have a wonderful time see you soon,0,1,0.9307678797267112,0.9307678797267112,False,Negative,Positive,Uncoded
i know i wish i could go to the last show too our next amp last one this tour is memphis unless my sis decides on another 1,1,0,0.02090745484982344,0.9790925451501765,False,Positive,Negative,Uncoded
now back to reality,1,0,0.06074902931874247,0.9392509706812575,False,Positive,Negative,Uncoded
all looped out on allergy meds something's got to work this attack my eyes are watering i'm outta control,1,0,0.047846927342360165,0.9521530726576398,False,Positive,Negative,Uncoded
quite disgusting i bet it stinks and i double bet it's a health code violation,1,0,0.0951148845598649,0.9048851154401351,False,Positive,Negative,Uncoded
sleep was fruitful through no fault of your room didn't make it to klute no great loss,1,0,0.03352158123676124,0.9664784187632388,False,Positive,Negative,Uncoded
hey good night best friend,0,1,0.9838495398766236,0.9838495398766236,False,Negative,Positive,Uncoded
oh dear god i have an ashlee simpson song stuck in my head and it won't go away this really puts the rest of my life in perspective,1,0,0.05498447089671017,0.9450155291032898,False,Positive,Negative,Uncoded
so my wrist hurts from a stupid dog being put back into a cage i might have to get a cast and then bash people in the head w it,1,0,0.031132979072337502,0.9688670209276625,False,Positive,Negative,Uncoded
going to joshuas all we do is watch movies i rely on you to entertain me,0,1,0.9171759815079804,0.9171759815079804,False,Negative,Positive,Uncoded
i want to watch antm too but i don't have time,1,0,0.030775233254328065,0.9692247667456719,False,Positive,Negative,Uncoded
very interesting tutorials vith ollie chanarin and peter fraser and elephant project handed in yeah now citpj,0,1,0.9013785199041078,0.9013785199041078,False,Negative,Positive,Uncoded
we didn't see each other yesterday,1,0,0.07921451433962237,0.9207854856603777,False,Positive,Negative,Uncoded
so jealous you all got to hang out today i still feel like someone punched me in the stomach from last night,1,0,0.0277987093762861,0.9722012906237139,False,Positive,Negative,Uncoded
nope so i'll keep you company haha so whats crackin that was lame lol,0,1,0.9137909876419437,0.9137909876419437,False,Negative,Positive,Uncoded
chocked on the wonderful sweet tasting rainbow iskitel,0,1,0.9836379821948589,0.9836379821948589,False,Negative,Positive,Uncoded
stuck in prep only 40 minutes left tho,1,0,0.08702811825276506,0.912971881747235,False,Positive,Negative,Uncoded
yessir it certainly looks that way,0,1,0.9049636561965297,0.9049636561965297,False,Negative,Positive,Uncoded
has work thursday neerrrvvoousss,1,0,0.09591013843422143,0.9040898615657785,False,Positive,Negative,Uncoded
what theme did you decide for the event considering the original one well ya know,0,1,0.9338233532666207,0.9338233532666207,False,Negative,Positive,Uncoded
no sorry that is always my biggest problem,1,0,0.07937937887461777,0.9206206211253822,False,Positive,Negative,Uncoded
where is bob we them miss,1,0,0.04117194317870629,0.9588280568212937,False,Positive,Negative,Uncoded
so far summer has been kinda slow and i really do miss all my friends but i shouldn't rush it,1,0,0.06274822770476907,0.9372517722952309,False,Positive,Negative,Uncoded
chilling its a beautiful day out there today gonna go enjoy it somehow after laundry,0,1,0.9425901112662297,0.9425901112662297,False,Negative,Positive,Uncoded
sounds like u need a hug,1,0,0.0871108826280553,0.9128891173719447,False,Positive,Negative,Uncoded
i'm so not looking forward to school tommorow,1,0,0.01064246585412759,0.9893575341458725,False,Positive,Negative,Uncoded
off to leesburg tomorrow to see the in laws fun fun fun,0,1,0.9044262706763518,0.9044262706763518,False,Negative,Positive,Uncoded
lol thanks for making me smile crazy day,0,1,0.9896246333077704,0.9896246333077704,False,Negative,Positive,Uncoded
vou me afundar em bublle wrap whoooa happy fletcherday,0,1,0.9339111835940386,0.9339111835940386,False,Negative,Positive,Uncoded
nothing beats 8 bit music,0,1,0.9423047414096992,0.9423047414096992,False,Negative,Positive,Uncoded
looks like we're suffering from the same disease at the moment i'm opting for no design solve prob,1,0,0.09105655962296738,0.9089434403770327,False,Positive,Negative,Uncoded
congratulations on ur big win you looks amazing and deserved it p s hannah monatana is amazing ill miss watching it x,0,1,0.9435114788699623,0.9435114788699623,False,Negative,Positive,Uncoded
so bored seriously and im procrastinating,1,0,0.07766394876148261,0.9223360512385174,False,Positive,Negative,Uncoded
we will miss your tweets x,1,0,0.054668870999424767,0.9453311290005753,False,Positive,Negative,Uncoded
yes i sure am,0,1,0.9061574466096216,0.9061574466096216,False,Negative,Positive,Uncoded
why is nobody tweeting and why is everybody sleeping,1,0,0.055902528464614486,0.9440974715353855,False,Positive,Negative,Uncoded
was very annoyed that my phone was not working today argh it is now though,1,0,0.004307506720813642,0.9956924932791864,False,Positive,Negative,Uncoded
yes,0,1,0.9402305369441872,0.9402305369441872,False,Negative,Positive,Uncoded
omg jackie we have missed u where have u been twitter is no fun when ur not on luv zoey,1,0,0.021497134698961175,0.9785028653010388,False,Positive,Negative,Uncoded
that's terrible i hope you feel better soon i'm glad my husband did not have a fever rest and no more tweeting,1,0,0.02747849510736129,0.9725215048926387,False,Positive,Negative,Uncoded
lol nice of you to admit that you were talking about me,0,1,0.9605977816092863,0.9605977816092863,False,Negative,Positive,Uncoded
you love this video to your song please watch it,0,1,0.9820502716383555,0.9820502716383555,False,Negative,Positive,Uncoded
last day of schoooolll,1,0,0.06373391360180991,0.9362660863981901,False,Positive,Negative,Uncoded
so difficult 2 disconnect i'm wrkn in bd the laptop nevr sleeps gonna logoff but dont wanna wish i could shutdown my brain,1,0,0.010219239844309806,0.9897807601556902,False,Positive,Negative,Uncoded
i only had 5 hrs of sleep shoot me i'm so tired and cold why the fudge is it cold i hate the weather about to shower,1,0,0.006264768451519989,0.99373523154848,False,Positive,Negative,Uncoded
have recently heard the news of air france plane missing so don't wanna put someone's lyf at stake along wid me,1,0,0.012571305882474593,0.9874286941175254,False,Positive,Negative,Uncoded
i had a nightmare with parallels they haven't been able to solve my problem for 6 months now using virtual box,1,0,0.05897813068987021,0.9410218693101298,False,Positive,Negative,Uncoded
talking to jesse i miss him like crazy,1,0,0.050199200657472895,0.9498007993425271,False,Positive,Negative,Uncoded
yea thanks for the tip im taking it in today to see if they do anything else for it thanks for the effort aj,0,1,0.9510126900895279,0.9510126900895279,False,Negative,Positive,Uncoded
not cool trish not cool,1,0,0.01507766354676821,0.9849223364532318,False,Positive,Negative,Uncoded
i wish i lived in chester,1,0,0.06624168197730645,0.9337583180226936,False,Positive,Negative,Uncoded
i'm so lucky i was never sued i fell kicked and clutzed on more than one customer,1,0,0.07869355577799698,0.921306444222003,False,Positive,Negative,Uncoded
vet has described buttons as a miracle cat and he doesn't want to see him for another 3 months,1,0,0.03150991661663824,0.9684900833833617,False,Positive,Negative,Uncoded
revising for media exam im not dead,1,0,0.09288141099513472,0.9071185890048653,False,Positive,Negative,Uncoded
having my morning coffee what a night,0,1,0.9354803630977498,0.9354803630977498,False,Negative,Positive,Uncoded
i was called mighty mouse by ex getting dog proofing the house feeling better about stupid selfish ex so not worth the heart ache,1,0,0.05430364304577886,0.9456963569542212,False,Positive,Negative,Uncoded
wish i really was a vampire so that i'd never sleep well i already don't it'd be nice if i didn't need to though,1,0,0.06652372356265825,0.9334762764373418,False,Positive,Negative,Uncoded
i don't like physics too thnk u,1,0,0.025052392962839093,0.9749476070371609,False,Positive,Negative,Uncoded
i know i'm so slow its horrible don't tell on me,1,0,0.025601263654290884,0.9743987363457092,False,Positive,Negative,Uncoded
i want to go to that irvine show sooooo bad it's been way too long since i've been to a blink show,1,0,0.05499666112648496,0.9450033388735151,False,Positive,Negative,Uncoded
i'll try not to mention in around king sirius,0,1,0.9338675761162692,0.9338675761162692,False,Negative,Positive,Uncoded
miss you,1,0,0.003376308070491776,0.9966236919295082,False,Positive,Negative,Uncoded
is quite disappointed,1,0,0.03565780974731683,0.9643421902526832,False,Positive,Negative,Uncoded
hahaha that's so sad poor mom have you seen coraline ahh i really want to meet lyn z she's great,1,0,0.041549508461128495,0.9584504915388715,False,Positive,Negative,Uncoded
tocotronic hi freaks timecheck,0,1,0.955543967993942,0.955543967993942,False,Negative,Positive,Uncoded
let's see what's on the calendar for today oh yeah study,0,1,0.9346571838066788,0.9346571838066788,False,Negative,Positive,Uncoded
mmm,0,1,0.9502294785880598,0.9502294785880598,False,Negative,Positive,Uncoded
wish freddie would have sung that,1,0,0.09819006524768689,0.9018099347523131,False,Positive,Negative,Uncoded
i realize im going home freakin tired and feeling sick wish i could stay but i just cant any longer awesome show tnite great job,1,0,0.029671683013463745,0.9703283169865362,False,Positive,Negative,Uncoded
wishes she could tweet daily specials for philpotts but you can find out the info at amp order online,1,0,0.0924801739231396,0.9075198260768604,False,Positive,Negative,Uncoded
half rotten and killing i has a joke inside i forgot but it was there,1,0,0.03344461554949178,0.9665553844505083,False,Positive,Negative,Uncoded
plus mushmanski the a team is surprisingly enjoyable it has more cheese than avery's arse but it works,0,1,0.9180805501007494,0.9180805501007494,False,Negative,Positive,Uncoded
im in ill risk a broken arm,1,0,0.04303042978718517,0.9569695702128148,False,Positive,Negative,Uncoded
now we're talking and yes if you can fit,0,1,0.9567407623672223,0.9567407623672223,False,Negative,Positive,Uncoded
and baby when it's love it isn't rough it is not fun,1,0,0.06031224160733793,0.939687758392662,False,Positive,Negative,Uncoded
i am at home but still some work to do for the project which will go online today now if only my vpn would work,1,0,0.09115832375131583,0.9088416762486842,False,Positive,Negative,Uncoded
i love chatting with long time friends 3 months,0,1,0.9342390368425191,0.9342390368425191,False,Negative,Positive,Uncoded
talking on the telephone until i fall asleep i'm completely glad that school is over in two days no more sadness or loss of interest,1,0,0.04855704018807093,0.9514429598119291,False,Positive,Negative,Uncoded
god hates us,1,0,0.0924224818171852,0.9075775181828148,False,Positive,Negative,Uncoded
lennnyy i miss you,1,0,0.003376308070491776,0.9966236919295082,False,Positive,Negative,Uncoded
awww miley why so sad ur making me sad now i lovee u and never forget that,1,0,0.0012440097493009758,0.998755990250699,False,Positive,Negative,Uncoded
excuse me mr brand why on earth are you not on australian t v tonight i miss ponderland fuck my gay life i love you,1,0,0.08193380369239976,0.9180661963076002,False,Positive,Negative,Uncoded
yeah they'll never be at the same school again i almost cried when i realized that then i had chocolate amp felt better,1,0,0.03024491658748732,0.9697550834125127,False,Positive,Negative,Uncoded
dude w ossum belt buckle cut his hair not nice i miss the old hairdo t t but he assured me that it'll grow back in no time,1,0,0.009357737168577396,0.9906422628314226,False,Positive,Negative,Uncoded
i'm playing good because i'm a big baby,0,1,0.9293142273755031,0.9293142273755031,False,Negative,Positive,Uncoded
great night aside from phils loss love dancing friends good times wedding tomorrow the 2nd of 3 this season,0,1,0.9089717356858478,0.9089717356858478,False,Negative,Positive,Uncoded
oh no i hope i'm not contagious i would hate for you to become a klutz like me hope the toes is okay,1,0,0.08032442551268762,0.9196755744873124,False,Positive,Negative,Uncoded
had a somewhat good gym session with chels having some salad for lunch and going to the inn with the ladies later dk in a month,0,1,0.9134424441570541,0.9134424441570541,False,Negative,Positive,Uncoded
ahh mann that song is awesome ive listened to it about 30 times no jokes your world is my world my fight is your fight,0,1,0.9176720537099652,0.9176720537099652,False,Negative,Positive,Uncoded
gonna go eat dinner amp think of a name 4 my blog pls ppl help me pick a good name 4 my blog cuz all the good one are takin lol,0,1,0.9284694988659611,0.9284694988659611,False,Negative,Positive,Uncoded
may you sleep well in your dreams,0,1,0.9791208710062049,0.9791208710062049,False,Negative,Positive,Uncoded
we are terrible its just so boring and there are so many better things to be doing,1,0,0.06209563803208286,0.9379043619679172,False,Positive,Negative,Uncoded
i'm a hater just not a fan and since my grandfather isn't i have to rep for him,1,0,0.04266634784319064,0.9573336521568093,False,Positive,Negative,Uncoded
this is one of the nicest days this summer and i'm not taking advantage of it next weekend off to the lake w mike though so excited,0,1,0.9293124641775135,0.9293124641775135,False,Negative,Positive,Uncoded
glad to see you're keeping up jk when there are 300 defects for new role and abondoning it,0,1,0.9759472840088581,0.9759472840088581,False,Negative,Positive,Uncoded
i dont understand this,1,0,0.09188017931695354,0.9081198206830464,False,Positive,Negative,Uncoded
don't be sad rwk is moved,1,0,0.04086234993620871,0.9591376500637913,False,Positive,Negative,Uncoded
not going to school tomorrow,1,0,0.013586267778170267,0.9864137322218297,False,Positive,Negative,Uncoded
i hate unpacking after being away,1,0,0.024707680900588933,0.975292319099411,False,Positive,Negative,Uncoded
hey great to see you on here you looking forward to et2 in the uk wish i could be there x x,0,1,0.9158842762017068,0.9158842762017068,False,Negative,Positive,Uncoded
no susie not at all,1,0,0.07611181561276606,0.923888184387234,False,Positive,Negative,Uncoded
can't believe how fast today is flying by its 4pm already geez i've had no time to tweet today,1,0,0.054604303343665395,0.9453956966563346,False,Positive,Negative,Uncoded
chrome still having trouble with it that sucks it'll be working soon enough i can't wait for it to go somewhat stable in osx,1,0,0.08280662634567898,0.917193373654321,False,Positive,Negative,Uncoded
i miss you sooooo much,1,0,0.0871392422366627,0.9128607577633373,False,Positive,Negative,Uncoded
given up on homework,1,0,0.08501051531560508,0.9149894846843949,False,Positive,Negative,Uncoded
at work bored and sick cant talk fuck off tomorrow so gonna b on that cod4 today,1,0,0.033687739234658155,0.9663122607653418,False,Positive,Negative,Uncoded
goodbye early night for me you have fun without me,1,0,0.05705888885530408,0.9429411111446959,False,Positive,Negative,Uncoded
the link doesnt work dear try again,1,0,0.06248520891874885,0.9375147910812511,False,Positive,Negative,Uncoded
cant phone is dead and i dont have a charger whats up though are u ok,1,0,0.0033942722375552305,0.9966057277624447,False,Positive,Negative,Uncoded
at work,1,0,0.05012979443807357,0.9498702055619265,False,Positive,Negative,Uncoded
i'm missing my girlfriend hopefully i'll see her soon and she'll feel good today,1,0,0.06202771122275121,0.9379722887772488,False,Positive,Negative,Uncoded
i hate to have to go jogging my couch also says lie down to me,1,0,0.027405488438370835,0.9725945115616291,False,Positive,Negative,Uncoded
bacon i wish c,1,0,0.012684320008444466,0.9873156799915556,False,Positive,Negative,Uncoded
holland wiillaa willa come on to brazil i really like your work i think you very talented i love you,0,1,0.9559876735237973,0.9559876735237973,False,Negative,Positive,Uncoded
thank you days take too long without good competition,0,1,0.9186300034176675,0.9186300034176675,False,Negative,Positive,Uncoded
miley congrats for your award sorry im late diffrent time anyway im so happy for you you go girl,0,1,0.9641446052022709,0.9641446052022709,False,Negative,Positive,Uncoded
i'm at the airport but i'll say goodbye from here try to get by without my hug impact,1,0,0.08747221518337747,0.9125277848166226,False,Positive,Negative,Uncoded
back from funfair woo,0,1,0.9241194358821014,0.9241194358821014,False,Negative,Positive,Uncoded
oy pypants is down with 500s probably no thanks to either,1,0,0.07816388095667814,0.9218361190433219,False,Positive,Negative,Uncoded
why yuh even gettinq mad fuck these biddys tryna get in tha way u no wats qud,1,0,0.07485280826743033,0.9251471917325697,False,Positive,Negative,Uncoded
lol u should follow me now lolz,0,1,0.9485001077658488,0.9485001077658488,False,Negative,Positive,Uncoded
is wondering if i'll get my blackberry working with emails today i had no luck yesterday,1,0,0.023229871157645337,0.9767701288423547,False,Positive,Negative,Uncoded
haha yesss i wanna see you tomorrow,0,1,0.921189131451907,0.921189131451907,False,Negative,Positive,Uncoded
ur lyin 4 attention besides its ur bday,0,1,0.9113762590780423,0.9113762590780423,False,Negative,Positive,Uncoded
at least it started to go crazy when twitter was down so i didn't have to miss you gqmf s too much hugs for all,1,0,0.017583422242707224,0.9824165777572927,False,Positive,Negative,Uncoded
is sick and tired of being sick and tired,1,0,0.00674201584086474,0.9932579841591352,False,Positive,Negative,Uncoded
are you serious i am so ashamed,1,0,0.03536416500568456,0.9646358349943155,False,Positive,Negative,Uncoded
work,1,0,0.00802145212752869,0.9919785478724713,False,Positive,Negative,Uncoded
ugh euro civ exam studio later though,1,0,0.07709347763869319,0.9229065223613068,False,Positive,Negative,Uncoded
didn't complete english coursework so i'm screwed or i'll make up an excuse,1,0,0.09422344033557507,0.9057765596644249,False,Positive,Negative,Uncoded
don't be depressed that's no fun,1,0,0.004467699459175466,0.9955323005408245,False,Positive,Negative,Uncoded
so in other words this is an invitation to get locked up wish i was in trini,1,0,0.09175422054580722,0.9082457794541928,False,Positive,Negative,Uncoded
indeed,0,1,0.9075690258997069,0.9075690258997069,False,Negative,Positive,Uncoded
eating a very late dinner pizza yummy i love vacation time sleeping until 11am and watching tv hubbie is already complaining,0,1,0.9424861117695311,0.9424861117695311,False,Negative,Positive,Uncoded
hehe no need to be bashful i was actually much amused and it's too true lol i'm good attempting to some get work done,0,1,0.9440559550293415,0.9440559550293415,False,Negative,Positive,Uncoded
not lost just lost my phone and only have time at night to check in having a great time xoxo,1,0,0.026700870066331095,0.9732991299336688,False,Positive,Negative,Uncoded
i swear my clothes are never ending ugg i hate unpacking but sop happy to be home,1,0,0.0799499993585935,0.9200500006414065,False,Positive,Negative,Uncoded
good nerd sadness is not allowed,1,0,0.03434013238499754,0.9656598676150024,False,Positive,Negative,Uncoded
yeah i know dc is not there yet par phir bhi main nachoongi,1,0,0.08296969420175239,0.9170303057982476,False,Positive,Negative,Uncoded
waking up at 12pm how sick it is,1,0,0.09592136507142114,0.9040786349285789,False,Positive,Negative,Uncoded
cartoon i want hugh's face hee hee jk,0,1,0.9693011753943651,0.9693011753943651,False,Negative,Positive,Uncoded
robyn i'm not gegging in or nothing but jamie hasn't done anything wrong so leave her the fuck alone,1,0,0.0839963811255151,0.9160036188744849,False,Positive,Negative,Uncoded
so sore pulled a back muscle throwing the ball for my dog today ow getting old and creaky,1,0,0.017554689110844422,0.9824453108891555,False,Positive,Negative,Uncoded
i dont want any os i have all versions of vista,1,0,0.09952986174163334,0.9004701382583666,False,Positive,Negative,Uncoded
hee hee loves it you feeling better im all on my own tonight,0,1,0.9722920026739373,0.9722920026739373,False,Negative,Positive,Uncoded
miss my friends but never miss school xd,1,0,0.007062700810057156,0.9929372991899429,False,Positive,Negative,Uncoded
alamak internet down edi how to work,1,0,0.056462775480148164,0.9435372245198519,False,Positive,Negative,Uncoded
goodsex will have u wakin up saturday morning freakin out bc u didn't set ur alarm thinking ur ate as hell 2 work smh it's happened,1,0,0.053136068839478065,0.9468639311605219,False,Positive,Negative,Uncoded
tee hee happy to remain represented by maoist propaganda poster for time being am v unphotogenic,0,1,0.9713661470549739,0.9713661470549739,False,Negative,Positive,Uncoded
theres been no weeing so far,1,0,0.09120587736468604,0.908794122635314,False,Positive,Negative,Uncoded
sorry about the fever glad it's not keeping him down,1,0,0.0775433277226916,0.9224566722773084,False,Positive,Negative,Uncoded
almost missed the no kill i reference you were up late last night eh,1,0,0.07887236575403875,0.9211276342459612,False,Positive,Negative,Uncoded
wow ohhhhh thanks for the clarification yep i'm aging,0,1,0.9444937344736871,0.9444937344736871,False,Negative,Positive,Uncoded
ahhhhhhhhh i no,1,0,0.0827902489061981,0.9172097510938019,False,Positive,Negative,Uncoded
that's what u get 4 leavin me lol rude,1,0,0.08870062795425976,0.9112993720457403,False,Positive,Negative,Uncoded
i'm watching a documentary about the life of john god he's really the best ever,0,1,0.9032887990843534,0.9032887990843534,False,Negative,Positive,Uncoded
photo iamblessed i was gonna go on that but then i didnt haha good but sad day that,1,0,0.020109263196542593,0.9798907368034574,False,Positive,Negative,Uncoded
ya so my mom brings me my dinner in a peice of foil and says quot heres ur plate quot while she gets a quot fancy quot plate,0,1,0.9034898177776582,0.9034898177776582,False,Negative,Positive,Uncoded
i miss you,1,0,0.003376308070491776,0.9966236919295082,False,Positive,Negative,Uncoded
haha hey hi im bored,0,1,0.9347792429127555,0.9347792429127555,False,Negative,Positive,Uncoded
sidekick is acting up so muchh i want an iphone lol,1,0,0.0729705305332082,0.9270294694667918,False,Positive,Negative,Uncoded
from eating raw oysters and buffet to eating packed food now haha can't wait for those oysters baby,0,1,0.9394620063287892,0.9394620063287892,False,Negative,Positive,Uncoded
raining,1,0,0.012477191369587087,0.9875228086304129,False,Positive,Negative,Uncoded
oh i see well sad for you guys but its not going to stop me from using it we each have our own personal thing were mad at,1,0,0.07554466576278054,0.9244553342372195,False,Positive,Negative,Uncoded
good bbq food good evening bye leanne,0,1,0.9469532755878074,0.9469532755878074,False,Negative,Positive,Uncoded
soz for last night hon my bb went on the blink and wasn't posting my replies again think i tried to post about 50 times,1,0,0.08394984966793557,0.9160501503320644,False,Positive,Negative,Uncoded
hey bebe see you found twitter love ya and late happy birthday sorry,0,1,0.9051774080024938,0.9051774080024938,False,Negative,Positive,Uncoded
follow me its my birthday and thats my present,0,1,0.9176977174173006,0.9176977174173006,False,Negative,Positive,Uncoded
life sucks and then you die i miss reading i need books,1,0,0.013691816839187321,0.9863081831608127,False,Positive,Negative,Uncoded
sorry girl but i have so shit old phone so i cant send direct messages be my follower so i can send those,1,0,0.03877889776068118,0.9612211022393188,False,Positive,Negative,Uncoded
i love ronaldo xxxxxxxxxxxxxxxxx,0,1,0.942781033859713,0.942781033859713,False,Negative,Positive,Uncoded
yay thank you feels like ur yelling at us lol,0,1,0.9311249504064207,0.9311249504064207,False,Negative,Positive,Uncoded
good morning sunshine sleepytown is sleepy,0,1,0.9135985998572751,0.9135985998572751,False,Negative,Positive,Uncoded
i just like her music you know,0,1,0.95088840946845,0.95088840946845,False,Negative,Positive,Uncoded
